id	untrt_N61311	untrt_N052611	untrt_N080611	untrt_N061011	trt_N61311	trt_N052611	trt_N080611	trt_N061011
C16orf91	58.7877423707545	80.1366324198122	64.7453825116965	49.0792517679917	87.6378531457527	64.0910328231367	74.1470430716381	66.2735212919698
TSPAN32	40.3533174144884	21.0434791596226	23.0868146549336	13.4061140662462	10.7294967251319	3.22279769740401	5.55720293240612	8.90947987663902
AL357033.4	19.881246032915	35.1039030996725	25.0766944837026	15.2527083305653	7.99074133861556	21.3984636379041	34.0602195704232	10.6748681386255
PRR26	17.2607218313419	25.8633941251167	10.513071024675	7.03419970465899	22.7664326967545	47.0218317504804	91.9912839869886	19.2326594158783
LRRC37A17P	172.841932188043	191.848997871168	179.454303191298	186.357022837915	200.500964121141	200.870224471733	224.507920500433	194.171957543882
TMEM92	27.479298420698	14.5013646011177	15.1590034546685	17.7209538036052	30.8349367026279	2.41503315732407	8.40675255425404	5.904903471869
TMEM141	251.330305418741	226.493298995412	235.636278782925	249.105044458258	223.537538888437	223.334960639547	220.292535037077	188.251361810898
CRACR2B	8.70012561886153	31.5758761139957	6.31626494638566	35.9707404776786	9.9003537770687	21.6581918574508	5.4468740803827	20.1728170079333
GPR85	44.1401209721161	35.3979989018616	45.5127454986891	41.4108825905771	38.6979439891065	25.2578022721322	21.1401304957858	28.8063064574003
LBHD1	92.4398089298296	89.2736671378252	60.7433951408027	88.5952901449401	98.3254822652421	116.899361311316	58.7190976686966	82.9928918045661
PYGM	34.5725948295015	55.5303470312774	17.0239123341775	31.2779318866186	20.3024677678249	34.3823808707647	15.5254057953444	22.3456661524126
C8orf31	27.4762558000253	50.6089854630596	34.0566865389123	49.1799281049117	14.4089488334467	42.8001076679465	32.2225221872688	35.1611417042779
AC009950.1	57.0168502860303	60.2023420978224	83.720470895915	61.2274025073314	67.6986459020525	99.6441520084315	56.5874150539226	74.4273986526678
GEMIN7	133.347061690366	124.423771923966	144.05341783086	133.803901425087	169.981451791176	173.848665995268	137.930616447195	148.664101070453
AC069234.2	29.0415956826189	1.67451374469647	2.51615425313439	9.77280546498879	7.94339200572274	24.392486185575	16.3192165961844	16.0030144791134
SYT5	33.8780019899029	2.58959026433416	1.01949864598435	13.0188841117575	9.54211561876191	0.623121722701541	10.0406025928879	17.8973871741766
SEC11C	112.46266687054	89.704124865681	91.798056979973	67.9426508530251	64.9187265166265	68.9920234954291	78.748822718799	69.4148846112451
PTER	178.92755670743	99.8259342941768	171.151538887378	224.181071440735	180.811320248996	165.859319698033	198.575385577957	173.380766940105
AC016705.2	23.7411034458018	34.2191210907967	21.4798017703153	75.6017479433285	9.80093625316049	26.2891764289099	10.1654409383653	21.4321222287677
AL158212.3	210.882499259852	215.213657629271	202.656099182068	171.294984219387	217.937022828677	249.352787483861	209.423663940513	234.0792443683
STAG3L2	138.709787582826	127.474788348847	149.824759348716	126.004395972147	135.706843376877	96.5718946928189	131.665115504191	109.241219554915
TMEM150C	40.03262468447	17.2474993952519	16.8481833774396	25.7207152863834	36.922845168788	35.9702098610166	25.043642935419	87.172413427945
COLQ	48.6913204858282	33.4478402535225	49.9442562741173	83.5165249660792	23.7816193453195	19.7919779027593	23.9888015329281	22.3825388859493
AC105020.1	24.8569953290538	25.8933637672146	25.893202847609	40.3296889826664	36.5238587717005	58.0977854999803	30.5168129480182	48.0569833509391
ZFHX2	86.8151614326149	57.007810414015	44.0397236948854	88.0967556125845	41.083680513273	37.2915184648907	32.5891877883049	37.828726722524
GLI1	33.4294695358891	12.0290679831371	21.7317183437899	14.1725591793194	23.3077586874901	0.699400473951232	11.3737840053031	6.49034254935195
KIF5A	48.9707039576866	40.0305281133842	52.7274913623232	46.8833909456853	30.6334625151847	58.0209665877967	37.4892645665291	26.7914555813623
PHF7	59.483528316063	60.1633437446885	59.2748897301826	81.5722753261276	60.226649144234	106.707151148327	45.881979779222	89.2486992560699
THAP3	197.576808057147	187.454892306044	206.65229111522	212.921368553521	201.476340374747	183.391673171252	186.255698409818	186.46965054782
HPD	31.3674757039586	40.5454830370203	45.4123373237199	45.0606842400486	55.7435819180916	77.0073865399435	59.8604066879549	48.2870599333453
LINC00342	147.986747030277	140.739146562583	158.222352467571	143.030515774841	154.217249209756	151.99771519227	102.392677511704	85.7535923325915
NCALD	21.5221342093815	80.2233835295495	22.5921504414266	43.5788555259787	11.5201221125231	32.3574345556918	17.1627505884898	17.6572947369724
FAM122C	101.424194620847	104.65826817163	111.953785322659	113.922039738869	116.367335960044	91.9274537058176	74.9911788887595	106.022970462284
AC112229.4	0	0	12.5504305246366	11.9805232778626	15.9867516905973	0	24.1265632200523	3.20163440105151
LBP	1.98831570707974	10.8624242369977	18.3835322735189	4.35881684958228	10.2731625967213	19.8724425718255	33.352808529317	3.20304828174211
PLD5	1.21138843397338	0.676596839529393	7.96321170952938	80.012685995817	10.8212879078387	13.5320640019561	16.3837045439721	200.415409643372
BCDIN3D	130.973810366757	129.357568185449	140.106427447585	129.595163804863	92.89614361869	99.8818270894634	134.020555426159	110.754514316416
MARCH1	45.685847601413	65.9205702042757	31.7693089137355	49.0491391194599	32.3298510436246	53.8170906956888	48.7146983457391	38.6490462593128
GMDS-DT	108.833785278761	87.8359173945296	92.7740102361097	107.679007568992	79.8602215560747	84.8731464654914	58.1761723536632	92.0620686182756
DEPTOR	31.8213079555003	49.2610927891486	53.4319215244172	31.6190592441101	17.1190191529957	29.0539737819583	17.743980901777	27.7735179697443
AC097662.1	40.2916043300095	37.3223293416096	43.1050941169565	69.6305515473849	52.8190703505262	21.2852067302129	33.3926361375174	29.0682548832646
LINC01521	44.7366391207848	57.6561645996872	32.5901457061124	41.4078364929365	34.2441085140573	21.4008081771645	26.2562812665492	32.029847976592
INPP5D	59.1092505166306	30.5920807918477	20.8873833792949	13.2976553147183	14.836507048623	5.73724821952693	15.4726155729823	2.22663459964958
PPAN-P2RY11	49.9481519626178	44.6256299468539	48.1936866540932	38.3673583748294	70.5465376808542	0	52.6498086396061	67.0513866689979
TUBD1	59.1216503992155	48.7643901898406	67.4194730165286	68.6929720171418	62.7916229464002	40.8316093846442	61.8543688478364	25.4884771617863
RNF32	42.9103493582184	44.9147730837177	19.0000582843052	34.4353933086061	38.6115526164046	27.9683345421721	43.2650659339563	25.8840734336504
AC009237.14	90.4445695166404	107.035826541772	111.236825025614	105.641592736556	92.474406515242	84.0474648286293	105.716609896329	115.251844029024
KNL1	25.7033223075198	99.3677439170447	27.0798405555539	37.2976004756322	45.6326832142118	54.6087278104965	24.1032311525508	27.6252113214592
ZFP2	22.7366689637859	45.5847690568424	31.1119732708056	48.2755263336817	18.6563265310717	19.281267113441	34.2670458672046	19.4548294241634
PTPRB	35.3673706160112	28.6316115785946	10.6218716798222	32.6561133102044	12.3016074343922	16.8917026377608	9.55707538239032	18.3627502793261
MTERF3	213.44612048395	219.572649378809	220.933659297486	228.516107010177	238.000831347239	223.883052504813	233.142970960723	199.33662007689
MPPED2	14.9907074573749	18.3661929028255	0	29.4041487424084	19.5543781770596	4.65754605990317	1.04565397599578	7.87322655568285
AC009283.1	48.5682804588268	46.3347585553258	40.4943256205215	46.5815639860872	33.1589922348626	53.3154904768564	29.0414647174619	31.8638683541371
FLJ20021	65.7883443414197	91.2978335014627	55.6347148246068	70.6105810703911	69.2620530026619	64.3708924464655	55.0505869831537	91.4809470428724
NUDT15	211.771012903202	211.354323630881	199.6623772708	214.705266736089	262.523853875912	197.214091918573	209.352425732668	162.310308556123
FABP5	25.5235761256177	28.2700364690963	20.7803408272788	44.2176012748269	51.0407828470976	17.9366086409272	33.0690799034235	35.5805628499478
AMT	25.9635776828866	44.3299016384256	57.6159438726464	55.1259374896956	50.9335210118213	55.1590379341241	42.6828731547218	30.974130208818
LINC01347	5.96808084263222	37.5426654720832	24.1893414726194	19.6368482886928	14.8338880137284	9.17805643867533	30.5251491314342	11.756305549747
HIBCH	467.937610450669	364.694544140378	367.612226397244	362.386731661893	377.393495402355	381.488934910234	373.332629540068	321.440932668913
DNLZ	79.6603949202152	70.7406125084624	82.5334614277556	59.7201367216056	99.8897397925591	85.4261889402107	85.7374419952072	63.0247481572799
STARD7-AS1	52.3435032707967	50.384823481329	79.3543667788462	64.3617436510865	69.5154298970138	76.5822669669144	78.0893640915521	82.2691038326237
ZNF300P1	46.0708826013401	48.4010008229379	29.5177523812139	29.6765811750281	25.8759287494277	43.5916704553003	35.409885591332	24.2283822881894
PATL2	17.0627884291104	28.5970799192298	26.9863089577724	40.4918097038956	12.199569391109	4.62066717866419	12.0056295189856	16.6650447823111
AC105760.2	64.6318372807698	41.7565563021374	56.7870249172023	50.1457014759021	57.0664121404594	56.5729791720663	31.937423645329	41.6538791981947
KLHL15	248.719827454879	221.788168484916	253.397380012108	243.383652422319	252.14279216673	276.942267860944	205.185250533079	238.423686440187
LYSMD1	109.992923206643	109.624722686216	117.590243371954	97.8773180679837	102.627004688605	104.499564895014	121.235507943124	125.99718906515
CLDN7	18.1655368295925	36.2366620512869	26.4297437706293	24.1977276572591	18.1686027087433	59.1647281725031	24.8660587874152	66.3683284389057
LRRC66	31.8271646476983	15.0206752091417	40.0487208446924	25.0871168638174	55.9153563870961	42.8264569883915	26.2643708545573	34.1948195155854
HSD17B7P2	18.6971968432378	9.94318487929574	24.0359842899801	29.136231995967	12.4381330741964	9.07759491524783	27.3987844146664	20.071525961825
SLC25A10	70.9940079332372	53.9478109611142	75.2621653131606	73.0359348056442	65.4513076552784	62.0701918084749	100.386524515699	80.3979704357075
DTNB	105.453769559292	104.232951151375	131.543247837066	97.5646199743567	99.3051614857348	82.7510824770672	79.4452080755337	90.5139348924315
LINC01137	52.6655547094945	35.1425961040164	25.1088581571899	50.0757173476952	41.105327303715	41.2487064909039	27.666880657832	42.668936792874
UCP2	45.8600705238623	68.440579389606	34.9371479405878	44.7155341304498	12.1793988608073	44.2865850047583	73.8682703287682	39.1336036233057
FANK1	63.2982517839061	108.721307304995	103.618284873386	71.3655045714368	42.229866328519	56.4357212410717	68.3916229695303	64.4822651948469
AC016877.3	22.7503174039126	24.538344903168	33.0810934144525	35.6432767697334	14.8700995357161	10.6440163404801	17.6930977371091	10.5943006136664
LINC01873	109.336497384418	115.373508069889	120.407122705869	119.818328449061	86.7620055587118	68.7724533202388	121.331726970081	109.931263852166
IQGAP3	66.6559289126132	31.6854017320102	24.1739985137252	42.5634992213836	35.3687909538289	38.2509716400391	18.4593878223335	45.9727741821002
PSG7	23.6308825218556	19.4091091038063	3.95349435775813	23.2271561532451	8.71551433321864	33.3922692116627	4.75007072494883	12.9055118682322
AC090510.1	9.19025488330473	0	12.6385950754396	0	5.75532862247544	27.5560232298073	14.9090428216578	0
SFR1	86.6775541897233	78.806222580472	59.7437117612725	82.307096411429	80.7691040624002	101.118367903959	69.1796008870066	91.2958605515093
FOXD2-AS1	24.8599086494487	29.2243698466099	23.3780359408371	43.6106533945415	26.2495016614423	39.7570713968068	34.7777391083106	51.2722627224015
HMGCL	670.568740569017	655.672575275539	669.454140511901	654.460867078504	586.083461302778	690.946083598012	667.139545202051	658.031008655559
LINC02154	5.2642871959906	101.67190171242	2.21587430554213	28.281430855794	3.0239338604338	55.0267378776241	10.7158628670848	9.41964244451679
KIAA0825	81.435135339355	62.8083962333389	76.0772293903873	73.0276901889098	94.698890388347	78.6756104429725	87.9166806227548	101.103473800487
SUGT1P4-STRA6LP	21.3924995817284	34.5473054197488	27.5630039845655	14.1615276074801	37.7826580564571	2.64784351643075	19.6621902509558	28.9612361404337
RGS22	38.2638236250897	56.4428601459995	68.3057584097504	68.4556944824992	53.5796054044518	71.1122106210647	44.5406438817995	65.7607142721668
GTF2B	318.302007765763	321.083234715122	329.926915010782	279.952686840232	333.175076123742	349.490443824896	323.082620196398	336.21358762014
TGS1	339.166854986601	350.800611327793	335.929793021748	349.334798637324	395.712444305817	315.581428620752	368.037835333262	338.540127788899
TACSTD2	8.94905830478274	20.0429186167849	22.5474904280108	29.4335918147358	34.2397600791244	12.232056086941	26.2597285127812	35.2458510886652
AP000350.4	29.7135293658343	0	15.1136767010302	0	18.2542594972212	0	14.856931924204	0
AC010969.2	108.409297281761	55.0787716111198	89.2808582760272	78.5304926477898	93.5737640909486	96.3572755357779	89.4397211120269	101.512321092746
AC130324.3	8.92781166104556	5.92682773387783	0	13.0007300041188	0	15.2461749204406	21.2816533157443	0
UBE2T	63.5873197723639	50.8173298451034	46.261717548534	47.3057282997666	58.1254837078441	45.1767053663275	33.8226722687477	35.9637141628059
SEC1P	16.8408704467673	10.1518466670605	15.3057529447284	34.4165408295795	1.48674400483905	1.99207570444354	1.84924008626804	15.6869835022833
ARMCX5-GPRASP2	69.6930900349287	74.0060357711301	67.3168846765209	54.8528014731757	58.5148103278164	74.0549741094645	60.4809991453474	46.8061891848324
RBKS	41.340782686381	39.2436942658611	41.8753217702879	36.8661833148086	31.5098374516736	18.0566627356968	25.7545827945245	23.2887319110799
MDH1B	47.1613717483128	27.8966516560452	29.3015565130351	26.1471494125642	10.3679811920768	20.6922094114384	9.66167835905478	14.4677449994251
LINC01569	31.5220469449779	30.9995938698878	21.6551516785572	48.1019437819656	15.7430802684459	17.3733282339971	14.4963413219027	26.0328613119468
AC022826.2	12.8974758521299	33.6179344824971	25.238365580229	9.76606059480029	34.2877408604629	27.4471656193649	13.4649868179696	15.9553754962021
AP000229.1	24.8541991775532	30.0796598342244	10.8626184208696	15.2561925279069	35.3851016153493	30.5733860243778	17.7409781413541	16.0155525661888
ST6GALNAC3	9.88655277592144	8.99037612720379	5.38350601841659	15.9204623247347	23.8025809749139	31.6807113127683	13.9516844887662	34.7621857361951
AP000974.1	5.96612038730025	24.2175536110101	27.5567559751393	23.9836313786249	11.4131508668959	9.17420228501647	17.0334953720289	13.8850917327557
MED23	852.332371352603	775.526052879807	846.28714689057	814.771934468112	853.032128566738	781.2972696411	858.263933835941	850.21245158439
NEIL2	182.316507276608	182.928914788689	193.758153612886	232.525744825581	190.129563857394	186.162697926427	173.925650626899	170.370633927459
TSSK3	44.8844634001545	38.1753813609848	47.9664651318574	34.9630937089784	37.9774874160324	24.6859687850823	22.4023976402276	30.090108002175
TRPV3	26.680792592609	45.1338122394363	30.1243716054992	49.0124613392226	34.2243950431612	71.7984741426167	44.6104193689889	36.1018179032285
SNHG20	59.2383385611828	61.6119185268324	87.7791188598159	79.9845131074137	77.2888413669404	75.566384625113	71.3350113281296	86.1161968148873
P2RX5-TAX1BP3	21.8869208892294	24.1812913770104	30.8431725787072	41.4717170386295	45.6372880141588	33.6606572789382	41.1785061332406	34.2119963098215
SURF2	106.016689988893	136.197447136961	121.420447154573	128.787246300322	163.730390742895	105.193581501838	127.812396550946	126.739015050819
BCL2A1	13.06545999096	14.3799426957946	33.5454539219342	23.7167878223133	7.2681337595534	8.32543463463253	18.588708255315	24.0262389272099
C8orf48	63.5998493607433	64.4170583340363	43.5133470600274	45.7270280016241	60.5138699010707	38.1960909050258	40.4378124867129	36.2726297490941
CCDC26	32.2579496333597	47.0274876404183	47.982456592191	34.886471863863	28.1726069300935	42.7305052735182	42.7544326536869	28.6955229273198
ZBTB42	76.5235158301268	69.0598448134508	48.738545043606	57.3686431068543	71.1180892011835	55.1169133778316	70.0799281941297	57.2430808003517
LMLN2	21.7665328213954	14.4067218360423	20.503504392838	22.3540251824931	1.07008164364639	5.73540060492628	5.98960812908723	9.93442384318564
